"Realm","Character","Img","Name","Tier","LM Ver","Effect","Mastery Bonus","Relic","Name (JP)","ID","Anima","GL","✓"
"Type-0","Rem","","Keeper of Love","LM","LM2","35% chance to dualcast White Magic abilities","","-","愛の座を司る者","201600501","","✓","✓"
"Type-0","Rem","","Gentle Spirit","LMR","LMR1","MND +1% for each hit dealt with White Magic abilities, up to +25%","MND +10","Gold Hairpin (Type-0)","慈愛の乙女","201600502","1","✓","✓"
"Type-0","Rem","","Saint's Fire","LMR","LMR2","50% chance to cast an ability (WHT: single, 5.05 magical Holy/Fire/NE) after using a Holy attack","MND +10","Lunar Armlet (Type-0)","セイントファイア","201600503","4","✓","✓"
"Type-0","Rem","","Magic Expert","LMR","LMR3","Grants [Attach Holy] at the beginning of the battle","MND +10","Mythril Gloves (Type-0)","魔法のエキスパート","201600504","4","✓","✓"
"Type-0","Rem","","Bravery: Rem","LMR++","LMR++1","Increases White Magic damage dealt by 10% when equipped with dagger, Grants [200% ATB 1] and [Quick Cast] at the beginning of the battle","","Mage Masher (Type-0)","勇晶・レム","201600505","","","✓"
"Type-0","Queen","","Ruled by Reason","LM","LM1","Increases Lightning damage dealt by 10%","","-","理路整然な才媛","201600600","","✓","✓"
"Type-0","Queen","","Savage Heart","LM","LM2","Restores HP for 100% of the user's maximum HP and grants [Queen Trance] when HP fall below 20%","","-","秘められた羅刹の心","201600601","","✓","✓"
"Type-0","Queen","","Calculated Craft","LMR","LMR1","25% chance to dualcast abilities that deal Lightning damage","ATK +10","Queen's Guise (Type-0)","冷静沈着な戦術","201600602","1","✓","✓"
"Type-0","Queen","","Mercurial Will","LMR","LMR2","Grants [Attach Lightning] at the beginning of the battle","ATK +10","Blitz Armlet (Type-0)","豹変する委員長","201600603","4","✓","✓"
"Type-0","Queen","","Onslaught (Queen)","LMR+","LMR+1","35% chance to cast an ability (PHY: single, 4x 0.49 physical Lightning/Dark/NE) after using a Lightning attack","ATK +10","Avenger (Type-0)","遊撃【クイーン】","201600604","","","✓"
"Type-0","Queen","","Bravery: Queen (Lightning)","LMR++","LMR++1","100% chance to Dualcast every 3rd Lightning ability & Lightning Damage +10%; Quick ATB 1 at the start of battle","","Lufenian Saber (Type-0)","勇晶・クイーン雷","201600605","","",""
"Type-0","King","","Crimson Firearms","LM","LM1","PHY attacks deal 10% more damage when equipping a gun","","-","朱雀の二丁拳銃","201600700","","✓","✓"
"Type-0","King","","Solemn Marksman","LM","LM2","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","不言実行の銃士","201600701","","✓","✓"
"Type-0","King","","Depths Within","LMR","LMR1","Grants [Attach Lightning] at the beginning of the battle","ATK +10","Platinum Gloves (Type-0)","内に秘めたる深情","201600702","1","✓","✓"
"Type-0","King","","Trusted Leader","LMR","LMR2","25% chance to dualcast abilities that deal Lightning damage","ATK +10","Ballistic Vest (Type-0)","頼れる兄貴分","201600703","5","✓","✓"
"Type-0","King","","Onslaught (King)","LMR+","LMR+1","35% chance to cast Quadruple Shot after dealing damage with a Lightning attack","ATK +10","Mythril Vest (Type-0)","遊撃【キング】","201600704","","✓",""
"Type-0","King","","Bravery: King","LMR++","LMR++1","100% chance to Dualcast every 3rd Lightning ability & Lightning Damage +10%; Quick ATB 1 at the start of battle","","Adamant Bangle (Type-0)","勇晶・キング","201600705","","",""
"Type-0","Cinque","","Mistress of the Mace","LM","LM1","PHY attacks deal 10% more damage when equipping a hammer","","-","メイスを操る候補生","201600800","","✓","✓"
"Type-0","Cinque","","Burgeoning Strength","LM","LM2","50% chance to grant Heavy Charge +1 to the user after using a Heavy ability","","-","怪力無双の乙女","201600801","","✓","✓"
"Type-0","Cinque","","Chestnut Braid","LMR","LMR1","Grants [Attach Earth] at the beginning of the battle","ATK +10","Dominion Helmet (Type-0)","栗色の三つ編み","201600802","1","✓","✓"
"Type-0","Cinque","","Heavy Hitter","LMR","LMR2","PHY attacks deal 20% more damage when equipping a hammer","ATK +10","Guardian Armor (Type-0)","大ダメージを好む少女","201600803","4","✓","✓"
"Type-0","Cinque","","Bravery: Cinque","LMR++","LMR++1","Increases Earth damage dealt by 10%, 100% chance to dualcast every third Earth ability, Grants [200% ATB 1] at the beginning of battle","","Circlet (Type-0)","勇晶・シンク","201600804","","","✓"
"Type-0","Seven","","Uncommon Insight","LM","LM1","Increases Ice damage dealt by 10%","","-","洞察に優れた候補生","201600900","","✓","✓"
"Type-0","Seven","","Commanding Presence","LM","LM2","30% chance to grant [Quick Cast 3] to the user after using a Ice attack","","-","凛々しき佇まい","201600901","","✓","✓"
"Type-0","Seven","","Class Act","LMR","LMR1","20% chance to cause [Imperil Ice 10% (15s)] to the target after using a Ice attack","MAG +10","Gauntlet (Type-0)","0組女生徒の憧れ","201600902","1","✓","✓"
"Type-0","Seven","","Indulgent Generosity","LMR","LMR2","25% chance to dualcast abilities that deal Ice damage","MAG +10","Frostshield Cloak (Type-0)","断り切れない性格","201600903","5","✓","✓"
"Type-0","Seven","","Bravery: Seven (Ice)","LMR++","LMR++1","Ice Damage +10%; Quick ATB 1 at the start of battle & Brave Crystal's Might
Brave Crystal's Might: After using 2 Ice abilities, chases with 4 single-target Ice/NE magic attacks, 50% chance to inflict minor Imperil Ice","","Rosethorn (Type-0)","勇晶・セブン氷","201600904","","",""
"Type-0","Sice","","Steadfast Judgment","LM","LM1","Increases Dark damage dealt by 10%","","-","揺るがぬ判断力","201601000","","✓","✓"
"Type-0","Sice","","Silver Scythe","LM","LM2","35% chance to dualcast Darkness abilities","","-","銀髪の大鎌使い","201601001","","✓","✓"
"Type-0","Sice","","Survival Mentality","LMR","LMR1","Grants [Attach Dark] at the beginning of the battle","ATK +10","Silver Bracelet (Type-0)","弱肉強食の思想","201601002","1","✓","✓"
"Type-0","Sice","","Hastening (Sice)","LMR+","LMR+1","Grants [Quick Cast 3] after using three Dark abilities","ATK +10","Heavy Coat (Type-0)","短縮【サイス】","201601003","","✓","✓"
"Type-0","Sice","","Bravery: Sice","LMR++","LMR++1","100% chance to Dualcast every 3rd Darkness ability & PHY Damage +10%; Quick ATB 1 at the start of battle","","Shambhala (Type-0)","勇晶・サイス","201601004","","",""
"Type-0","Jack","","Reason to Smile","LM","LM1","PHY attacks deal 10% more damage","","-","笑顔の理由","201601100","","✓","✓"
"Type-0","Jack","","Stoic Soul","LM","LM2","Grants [Retaliate] and [75% Critical (25s)] when HP fall below 20%","","-","克己的な本質","201601101","","✓","✓"
"Type-0","Jack","","Edge of Flame","LMR","LMR1","Grants [Attach Fire] at the beginning of the battle","ATK +10","Diamond Gloves (Type-0)","二の太刀いらずの剣士","201601102","1","✓","✓"
"Type-0","Jack","","Re-action (Jack)","LMR+","LMR+1","100% chance to dualcast every third Fire ability","ATK +10","Imperial Blade (Type-0)","再動【ジャック】","201601103","","✓",""
"Type-0","Jack","","Bravery: Jack","LMR++","LMR++1","PHY Damage +25% with Katana equipped; Quick ATB 1 at the start of battle","","Adept's Armlet (Type-0)","勇晶・ジャック","201601104","","",""
"Type-0","Eight","","Quiet Zeal","LM","LM1","Monk abilities deal 15% more damage","","-","静かなる熱意","201601200","","✓","✓"
"Type-0","Eight","","Righteous Fists","LM","LM2","Restores HP for 100% of the user's maximum HP and grants [Back to the Wall Mode] when HP fall below 20%","","-","正義を掲げる拳","201601201","","✓","✓"
"Type-0","Eight","","Keen Perception","LMR","LMR1","Grants [Attach Ice] at the beginning of the battle","ATK +10","Silver Knuckles (Type-0)","優れた見識","201601202","1","✓","✓"
"Type-0","Eight","","Re-action (Eight)","LMR+","LMR+1","100% chance to dualcast every third Ice ability","ATK +10","Iron Fists (Type-0)","再動【エイト】","201601203","","✓","✓"
"Type-0","Eight","","Bravery: Eight","LMR++","LMR++1","PHY Damage +25% with Fist equipped; Quick ATB 1 at the start of battle","","Golden Hands (Type-0)","勇晶・エイト","201601204","","",""
"Type-0","Cater","","Feisty Firecracker","LM","LM1","Machinist abilities deal 15% more damage","","-","明朗快活な銃士","201601300","","✓","✓"
"Type-0","Cater","","Prodigal Talent","LM","LM2","35% chance to dualcast Machinist abilities","","-","非凡なる才","201601301","","✓","✓"
"Type-0","Cater","","Battlefield Swagger","LMR","LMR1","35% chance to grant [Quick Cast 1] to the user after using a Machinist ability","ATK +10","Magicite Pistol (Type-0)","戦場に向かう勇姿","201601302","1","✓","✓"
"Type-0","Cater","","Bravery: Cater","LMR++","LMR++1","Increases Physical Damage dealt by 10% when equipped with a gun, Grants [200% ATB 1] and [Quick Cast] at the beginning of the battle","","True MTek-II Pistol (Type-0)","勇晶・ケイト","201601303","","","✓"
"Type-0","Trey","","Boastful Brainiac","LM","LM1","Sharpshooter abilities deal 15% more damage","","-","自負する博識","201601400","","✓","✓"
"Type-0","Trey","","Honed Mind","LM","LM2","35% chance to dualcast Sharpshooter abilities","","-","研ぎ澄まされた精神","201601401","","✓","✓"
"Type-0","Trey","","Accomplished Archer","LMR","LMR1","PHY attacks deal 20% more damage when equipping a bow","ATK +10","Trey's Summer Guise (Type-0)","博雅の名射手","201601402","4","✓","✓"
"Type-0","Trey","","Bravery: Trey","LMR++","LMR++1","100% chance to Dualcast every 3rd Fire/Ice/Water ability & Fire/Ice/Water Damage +10%; Quick ATB 1 at the start of battle","","Duke's Gauntlets (Type-0)","勇晶・トレイ","201601403","","",""
"Type-0","Kurasame","","Crystal's Will","LM","LM1","Grants [MAG +15% (25s)], [Instant Cast 3] and [Haste] at the beginning of the battle","","-","クリスタルの意思","201601600","","","✓"
"Type-0","Kurasame","","Crystal's Blessing","LM","LM2","Grants [ATK +15% (25s)], [Instant Cast 3] and [Haste] at the beginning of the battle","","-","クリスタルの加護","201601601","","","✓"
"Type-0","Kurasame","","Vermillion King","LM","LM3","35% chance to dualcast Ice and Dark abilities","","-","朱雀四天王の一人","201601602","","","✓"
"Type-0","Kurasame","","Bravery: Kurasame","LMR++","LMR++1","Increases Ice and Dark damage dealt by 10%, Grants [200% ATB 1] at the beginning of battle, and casts [Instant Cast 2] after using three ice or dark abilities (max 1)","","Kurasame's Gloves (Type-0)","勇晶・クラサメ","201601603","","","✓"
"KH","Sora","","Chosen of the Keyblade","LM","LM1","Spellblade abilities deal 15% more damage","","-","キーブレードに選ばれし者","201700100","","✓","✓"
"KH","Sora","","Fire Arts","LM","LM2","Grants [Haste] and [Attach Fire] at the beginning of the battle","","-","ファイア免許皆伝","201700101","","✓","✓"
"KH","Sora","","Blizzard Arts","LM","LM3","Grants [Haste] and [Attach Ice] at the beginning of the battle","","-","ブリザド免許皆伝","201700102","","✓","✓"
"KH","Sora","","Thunder Arts","LM","LM4","Grants [Haste] and [Attach Lightning] at the beginning of the battle","","-","サンダー免許皆伝","201700103","","✓","✓"
"KH","Sora","","Connected Hearts","LMR","LMR1","25% chance to dualcast Spellblade abilities","ATK +10","Sora (KH)","繋がる心","201700104","","✓","✓"
"KH","Riku","","True Chosen One","LM","LM1","Increases Dark damage dealt by 10%","","-","真に選ばれし者","201700200","","✓","✓"
"KH","Riku","","Friends In My Heart","LM","LM2","35% chance to dualcast abilities that deal Dark damage","","-","友への思い","201700201","","✓","✓"
"KH","Riku","","Seeker of Darkness","LMR","LMR1","Grants [Attach Dark] at the beginning of the battle","ATK +10","Riku (KH)","闇の探求者","201700202","","✓","✓"
"KH","Roxas","","Number XIII","LM","LM1","Increases Holy damage dealt by 10%","","-","機関員No.XIII","201700400","","✓","✓"
"KH","Roxas","","Key of Destiny","LM","LM2","35% chance to dualcast Knight abilities","","-","めぐりあう鍵","201700401","","✓","✓"
"KH","Roxas","","Mysterious Key","LMR","LMR1","Grants [Attach Holy] at the beginning of the battle","ATK +10","Ominous Blight (KH)","鍵をあやつる謎の少年","201700402","","✓","✓"
"KH","Axel","","Number VIII","LM","LM1","Increases Fire damage dealt by 10%","","-","機関員No.VIII","201700500","","✓","✓"
"KH","Axel","","Flurry of Dancing Flames","LM","LM2","35% chance to dualcast abilities that deal Fire damage","","-","おどる火の風","201700501","","✓","✓"
"KH","Axel","","Organization's Finest","LMR","LMR1","Grants [Attach Fire] at the beginning of the battle","ATK +5, MAG +5","Blaze of Glory (KH)","機関の切れ者","201700502","","✓","✓"
"Beyond","Reynn","","Keen Observer","LM","LM1","Increases Ice damage dealt by 10%","","-","鋭い観察力","201900500","","✓","✓"
"Beyond","Reynn","","A Daughter's Love","LM","LM2","30% chance to grant [Quick Cast 3] to the user after using a Ice attack","","-","母への憧れ","201900501","","✓","✓"
"Beyond","Reynn","","Symphony of Ice","LMR","LMR1","25% chance to dualcast abilities that deal Ice damage","MAG +10","Blue Alpha Arm (Beyond)","氷のシンフォニー","201900502","1","✓","✓"
"Beyond","Reynn","","Bravery: Reynn","LMR++","LMR++1","Increases Magic damage dealt by 10% when equipped with thrown, Grants [200% ATB 1] and [Quick Cast] at the beginning of the battle","","Mythril Bracelet (Beyond)","勇晶・レェン","201900503","","","✓"
"Beyond","Lann","","Freewheeler","LM","LM1","Increases Fire damage dealt by 10%","","-","お調子者","201900600","","✓","✓"
"Beyond","Lann","","Defiant Heart","LM","LM2","35% chance to dualcast abilities that deal Fire damage","","-","立ち向かう心","201900601","","✓","✓"
"Beyond","Lann","","Harmony of Fire","LMR","LMR1","Grants [Attach Fire] at the beginning of the battle","ATK +10","Surge Searcher (Beyond)","炎のハーモニー","201900602","1","✓","✓"
"Beyond","Lann","","Bravery: Laan (Fire)","LMR++","LMR++1","100% chance to Dualcast every 3rd Fire ability & Fire Damage +10%; Quick ATB 1 at the start of battle","","Magitek Armor Mirage (Beyond)","勇晶・ラァン炎","201900603","","",""
"Beyond","Morrow","","Young Dreamer","LM","LM1","Support abilities deal 15% more damage","","-","夢見の少年","201901100","","✓","✓"
"Beyond","Morrow","","Hope For Tomorrow","LM","LM2","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","への希望","201901101","","✓","✓"
"Beyond","Morrow","","Eddies of Time","LMR","LMR1","Increases the duration of stat debuffs by 30%","ATK +10","Zephyr Cape (Beyond)","駆け巡る時","201901102","1","✓","✓"
"Beyond","Aemo","","New Song","LM","LM1","WHT abilities restore 15% more HP","","-","初めて知る歌","201901200","","✓","✓"
"Beyond","Aemo","","Future Facing","LM","LM2","35% chance to grant [Physical Blink 1] to the target after using a single-target White Magic ability that restores HP on an ally","","-","想う未来","201901201","","✓","✓"
