"Source Type","Source","Img","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","ID","GL","✓"
"Follow-Up Status","Dual Awoken Fire Mode I: Ace","","Dual Fira RF","BLK","Single enemy","Magical","8.40","Fire, NE","0.01","Two single attacks (4.20 each), grants [Buff Fire 10% (15s)] to the user every 3n+2 uses, grants [Instant Cast 1] to the user every 3n+3 uses","Y","Lowest HP% enemy","0","Black Magic","31541349","✓","✓"
"Follow-Up Status","Dual Awoken Fire Mode II: Ace","","Dual Fira SHG","BLK","Single enemy","Magical","10.56","Fire, NE","0.01","Eight single attacks (1.32 each)","Y","Lowest HP% enemy","0","Black Magic","31541350","✓","✓"
"Follow-Up Status","Dual Awoken Earth Mode II (Machina)","","Dual Assault Rapier","PHY","Single enemy","Physical","2.88","Earth, Dark, NE","0.01","Six single attacks (0.48 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","31541360","✓","✓"
"Follow-Up Status","Focal Sword Follow-Up","","Focal Sword","PHY","Single enemy","Physical","1.96","Earth, Dark, NE","0.01","Four single attacks (0.49 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","31520056","✓","✓"
"Follow-Up Status","Dual Awoken Sharpshooter Mode II (Trey)","","Dual Arrow Force","NAT","Single enemy","","","","0.01","Causes [Imperil Fire 10% (15s)], [Imperil Water 10% (15s)] and [Imperil Ice 10% (15s)]","Y","Lowest HP% enemy","0","Sharpshooter","31541423","✓","✓"
"Follow-Up Status","Dual Awoken Sharpshooter Mode II (Trey)","","Dual Tri-Shot","PHY","Single enemy","Physical","7.80","Fire, Ice, Water, NE","0.01","Ten single ranged attacks (0.78 each), 100% hit rate","Y","Lowest HP% enemy","0","Sharpshooter","31541424","✓","✓"
"Follow-Up Status","Tri-Element Arrow Follow-Up","","Tri-Element Arrow","PHY","Single enemy","Physical","1.24","Fire, Ice, Water, NE","0.01","Four single ranged attacks (0.31 each)","Y","Lowest HP% enemy","0","Sharpshooter","31541430","✓","✓"
"Follow-Up Status","Dual Awoken Samurai Mode II (Jack)","","Dual Carmine Blade","PHY","Single enemy","Physical","8.90","Fire, NE","0.01","Two single attacks (4.45 each), ignores DEF, grants [10% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","0","Samurai","31541488","✓","✓"
"Follow-Up Status","Dual Awoken Darkness Mode II (Sice)","","Dual Nemesis Force","PHY","Single enemy","Physical","2.64","Dark, NE","0.01","One single attack (2.64) capped at 99999, 100% hit rate","Y","Lowest HP% enemy","0","Darkness","31541485","✓","✓"
"Follow-Up Status","Awoken Acumen","","Energy Bolt","PHY","Single enemy","Physical","4.32","Lightning, Dark, NE","0.01","Six single attacks (0.72 each), 100% additional critical chance, 100% hit rate, grants [Buff Lightning 10% (15s)] to the user every second cast","Y","Lowest HP% enemy","0","Spellblade","31541528","✓","✓"
"Follow-Up Status","Osmose Aura Follow-Up","","Osmose Aura","WHT","Single enemy","Magical","8.79","Holy, NE","0.01","Three single attacks (2.93 each), grants [Buff Holy 10% (5s)] to the user every second cast","Y","Lowest HP% enemy","0","White Magic","31541639","✓","✓"
"Follow-Up Status","Snipe Charge Follow-Up","","Snipe Charge","PHY","Single enemy","Physical","1.95","Fire, Ice, Lightning, NE","0.01","Three single ranged attacks (0.65 each), 100% hit rate, grants [Tri-Color Bullet Damage Up] to the user","Y","Lowest HP% enemy","0","Machinist","31541826","✓","✓"
"Follow-Up Status","Dual Awoken Ice Mode I (Seven)","","Dual Chilling Lash","BLK","Single enemy","Magical","8.40","Ice, NE","0.01","Two single attacks (4.20 each), causes [Imperil Ice 10% (15s)] every second cast","Y","Lowest HP% enemy","0","Black Magic","31541818","✓","✓"
"Follow-Up Status","Chain Force Mode: Eight","","Ice Guidance: Eight","PHY","Single enemy","Physical","1.28","Ice, NE","0.01","Four single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Monk","31542187","","✓"
"Follow-Up Status","Dual Awoken Holy Mode I (Rem)","","Dual Magic Photon","WHT","Single enemy","Magical","13.90","Holy, NE","0.01","Five single attacks (2.78 each), 3.07 if exploiting Holy weakness","Y","Lowest HP% enemy","0","White Magic","31542162","","✓"
"Follow-Up Status","Chain Force Mode: Rem","","Holy Guidance: Rem","WHT","Single enemy","Magical","5.60","Holy, NE","0.01","Four single attacks (1.40 each)","Y","Lowest HP% enemy","0","White Magic","31542164","","✓"
"Follow-Up Status","Dual Awoken Earth Mode I (Machina - 2)","","Dual Rush Blade","PHY","Single enemy","Physical","4.02","Earth, Dark, NE","0.01","Six single attacks (0.67 each), grants [60% Critical (15s)]/[80% Critical (15s)]/[100% Critical (15s)] to all allies after casting Dual Rush Blade 2/4/6+2n times","Y","Lowest HP% enemy","0","Spellblade","31542473","","✓"
"Follow-Up Status","Chain Force Mode: Queen (Lightning)","","Lightning Guidance: Queen","PHY","Single enemy","Physical","","Lightning, NE","0.01","One single attack (1.95/2.05) capped at 99999, grants [Lightning Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Spellblade","31542562","","✓"
"Follow-Up Status","Zenith Mode: Seifer (Dark, Fire)","","Spirit Attack: Seifer (Fire, Dark)","NAT","Self","","","","0.01","Grants [100% critical 2], [Critical Damage +50% 2] and [Dark/Fire Ability Quick Cast 2] to the user","N","Self","0","Darkness","31542563","","✓"
"Follow-Up Status","Zenith Mode: Edea (Ice, Dark)","","Spirit Attack: Edea (Dark/Fire)","BLK","Single enemy","Magical","16.20","Dark, Ice, NE","0.01","Six single attacks (2.70 each), 3.05 if exploiting Ice or Dark weakness, capped at 19999","Y","Lowest HP% enemy","0","Witch","31542564","","✓"
"Follow-Up Status","Dual Awoken Sorceress's Knight Mode II (Seifer v2)","","Delusional Heart","NAT","Single enemy","","","","0.01","Causes [DEF, RES and MND -50% (8s)], [Imperil Dark 20% (15s)] and [Imperil Fire 20% (15s)]","N","Lowest HP% enemy","0","Darkness","31542565","","✓"
"Follow-Up Status","Chain Force Mode: Seifer (Dark)","","Dark Guidance: Seifer","NAT","","","","","0.01","Grants [Instant Cast 1] to all allies","N","All allies","0","Darkness","31542566","","✓"
"Follow-Up Status","Chain Force Mode: Edea (Ice)","","Ice Guidance: Edea","NAT","","","","","0.01","Grants [Quick Cast 1] to all allies","N","All allies","0","Witch","31542567","","✓"
"Follow-Up Status","Future Sorceress's Hatred Follow-Up","","Future Sorceress's Hatred","NAT","","","","","0.01","Grants [(Ice/Dark) Ability Quick Cast 1] and [Weakness +30% Boost 1]/[(Ice/Dark) Ability Quick Cast 3] and [Weakness +30% Boost 3] if 0-2/3+ allies have Attach Ice or Attach Dark","N","All allies","0","Witch","31542568","","✓"
"Follow-Up Status","Awoken Young Revolutionary Mode","","Delusional Sword","PHY","Single enemy","Physical","4.26","Dark, Fire, NE","0.01","Six single attacks (0.71 each) with 100% hit rate, causes [Imperil Dark 10% (15s)] and [Imperil Fire 10% (15s)] every other activation","Y","Lowest HP% enemy","0","Darkness","31542571","","✓"
"Follow-Up Status","Zenith Mode: Cecil (Dark Knight) (Dark)","","Spirit Attack: Cecil (Dark Knight) (Dark)","NAT","","","","","0.01","Grants [PHY +30% Boost 3] and [Quick Cast 3] to the user and damages the user for 25% max HP","N","Self","0","Darkness","31542579","","✓"
"Follow-Up Status","Zenith Mode: Emperor (Dark)","","Spirit Attack: Emperor (Dark)","NAT","","","","","0.01","Causes [Imperil Dark 10% (15s)], [Imperil Earth 10% (15s)] and [Imperil Wind 10% (15s)]","N","Lowest HP% enemy","0","Black Magic","31542580","","✓"
"Follow-Up Status","Zenith Mode: Vayne (Dark)","","Spirit Attack: Vayne (Dark)","NAT","","","","","0.01","Grants [Buff Dark 10% (5s)] and causes [Imperil Dark 10% (5s)]","N","Lowest HP% enemy","0","Darkness","31542581","","✓"
"Follow-Up Status","Dual Awoken Imperial Mode II (Emperor v2)","","Elemental Boost","NAT","","","","","0.01","Grants [Buff Dark 20% (15s)], [Buff Earth 20% (15s)], [Buff Wind 20% (15s)] and [Quick Cast 2] to all allies","N","All allies","0","Darkness","31542582","","✓"
"Follow-Up Status","Chain Force Mode: Cecil (Dark Knight) (Dark)","","Dark Guidance: Cecil (Dark Knight)","PHY","Single enemy","Physical","1.95","Dark, NE","0.01","One single attack (1.95/2.05 each) capped at 99999 scaling with [Dark Guidance: Cecil (Dark Knight) Uses], grants [Dark Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Darkness","31542583","","✓"
"Follow-Up Status","Immortal Abyss Mode","","Black Abyss","NAT","","","","","0.01","Grants [Dark Ability +10% Boost 1]/[Dark Ability +20% Boost 1]/[Dark Ability +30% Boost 1]/[Dark Ability +40% Boost 1]/[Dark Ability +50% Boost 1] after using 1/2/3/4/5+ Dark abilities","N","All allies","0","Darkness","31542584","","✓"
"Follow-Up Status","Zenith Mode: Dr. Mog (Prismatic)","","Spirit Attack: Dr. Mog (Prismatic)","NAT","Single enemy","","","","0.01","Causes [Imperil Prismatic 10% (15s)]","N","Lowest HP% enemy","0","Summoning","31542593","","✓"
"Follow-Up Status","Zenith Mode: Biggs (Dark, Earth)","","Spirit Attack: Biggs (Earth, Dark)","NAT","","","","","0.01","Grants [100% Critical 3],[Quick Cast 3]/[100% Critical 3],[Damage Cap +10000 3],[Instant Cast 3] to the user if 0-3/4+ Core/Beyond allies are alive
","N","Self","0","Knight","31542594","","✓"
"Follow-Up Status","Dual Awoken Miracle Mode I (Tama)","","Tama's Guidance","NAT","","","","","0.01","Grants [Weakness +50% Boost 1] to all allies","N","All allies","0","White Magic","31542595","","✓"
"Follow-Up Status","Dual Awoken Miracle Mode II (Tama)","","Tama's Encouragement","NAT","","","","","0.01","Restores HP (55) and grants [Magical Quick Cast 3] to all allies","N","All allies","0","White Magic","31542596","","✓"
"Follow-Up Status","Chain Force Mode: Biggs","","Kindred Guidance: Biggs","PHY","Single enemy","Physical","1.95","Earth, NE","0.01","One single attack (1.95/2.05) capped at 99999 scaling with [Kindred Guidance: Biggs Uses], grants [Earth Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Knight","31542599","","✓"
"Follow-Up Status","Connected Hearts EX Mode","","Judgment","PHY","Single enemy","Physical","1.76","Fire, Lightning, Ice, NE","0.01","Four single ranged attacks (0.44 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","30547110","✓","✓"
"Follow-Up Status","Darkhand Scourge Follow-Up","","Darkhand Scourge","PHY","Single enemy","Physical","1.95","Dark, NE","0.01","Five single attacks (0.39 each), 100% hit rate","Y","Lowest HP% enemy","0","Darkness","30547110","✓","✓"
"Follow-Up Status","Blitz Follow-Up","","Blitz","PHY","Single enemy","Physical","","Fire, Lightning, Ice, NE","0.01","Ten single ranged attacks (0.46 each), 0.49 each if Riku is alive","Y","Lowest HP% enemy","0","Spellblade","30547143","✓","✓"
"Follow-Up Status","Dark Barrage Follow-Up","","Dark Barrage","PHY","Single enemy","Physical","2.10","Dark, NE","0.01","Five single ranged attacks (0.39 each), 0.42 each if Sora is alive","Y","Lowest HP% enemy","0","Darkness","30549760","✓","✓"
"Follow-Up Status","Dual Hero Follow-Up","","Dual Hero","PHY","Single enemy","Physical","4.24","Holy, Dark, NE","0.01","One single ranged attack (4.24) capped at 99999","Y","Lowest HP% enemy","0","Knight","30548345","✓","✓"
"Follow-Up Status","Fiery Tornado Follow-Up","","Fiery Tornado","NAT","Single enemy","Hybrid","","Fire, Wind, NE","0.01","One single ranged hybrid attack (4.24 or 15.35) capped at 99999","Y","Lowest HP% enemy","0","Special","30545063","✓","✓"
"Follow-Up Status","Key of Destiny EX Mode","","Dual Arcanum","PHY","Single enemy","Physical","1.90","Holy, Dark, NE","0.01","Five single ranged attacks (0.38 each)","Y","Lowest HP% enemy","0","Knight","30548348","✓","✓"
"Follow-Up Status","Firetooth Follow-Up","","Firetooth","NAT","Single enemy","Hybrid","","Fire, Wind, NE","0.01","Four single ranged hybrid attacks (0.42 or 1.85 each)","Y","Lowest HP% enemy","0","Special","30545064","✓","✓"
"Follow-Up Status","Stoneshatter Skyshock Follow-Up","","Stoneshatter Skyshock","PHY","Single enemy","Physical","2.56","Earth, NE","0.01","4/6/8 single ranged attacks (0.32 each) if the user has Physical Blink 0/1/2","Y","Lowest HP% enemy","0","Ninja","30549220","✓","✓"
"Follow-Up Status","Deep Freeze Follow-Up","","Deep Freeze","NAT","Single enemy","","","","0.01","Causes [Imperil Ice 10%] for 15 seconds","Y","Lowest HP% enemy","0","Black Magic","30541028","✓","✓"
"Follow-Up Status","Surge Mode","","Pyroburst","PHY","Single enemy","Physical","2.00","Fire, NE","0.01","Five single attacks (0.40 each), 100% hit rate","Y","Lowest HP% enemy","0","Combat","30548027","✓","✓"
"Follow-Up Status","Sweet Coffee Follow-Up","","Sweet Coffee","BLK","Single enemy","Magical","6.04","Earth, Holy, NE","0.01","Four single attacks (1.51 each)","Y","Lowest HP% enemy","0","Black Magic","30541047","✓","✓"
"Follow-Up Status","Creator Mode","","Fickle Crush","BLK","Single enemy","Magical","35.30","Earth, Holy, NE","0.01","3/5/15 single attacks (1.20 each) if the user dealt 0/72001/240001 damage with Earth attacks during the status, removes [Creator Mode] from the user. Additional one single attack (17.30) capped at 99999 if the final damage threshold was met","Y","Lowest HP% enemy","0","Black Magic","30541240","✓","✓"
"Follow-Up Status","Awoken 2P","","Banishra","WHT","Single enemy","Magical","15.35","Holy, NE","0.01","Five single attacks (2.87/2.92/2.97/3.02/3.07 each), restores HP (10/15/25/35/45) to all allies at rank 1/2/3/4/5 of the triggering ability","Y","Lowest HP% enemy","0","White Magic","30542260","✓","✓"
"Follow-Up Status","Bitter Revenge Mode","","Grudge","?","All allies","","","","0.01","Grants [Instant Cast 1], grants [Buff Lightning 10% (15s)] and [Buff Dark 10% (15s)] to the user","?","All allies","0","Spellblade","","",""
"Follow-Up Status","Calm Mode","","Guardians Bond","?","All allies","","","","0.01","Grants [Fire +30% Boost 1], grants [Quick Cast 1] to the user","?","All allies","0","Summoning","","",""
"Follow-Up Status","Dark Ammo-RF Follow-Up","","Dark Ammo-RF 1","?","Single enemy","","","","0.01","Causes [Imperil Fire 10% (15s)], grants [60% Critical (15s)] to all allies","?","Lowest HP% enemy","0","Sharpshooter","","",""
"Follow-Up Status","Dark Ammo-RF Follow-Up","","Dark Ammo-RF 2","?","Single enemy","","","","0.01","Causes [Imperil Fire 10% (15s)], grants [80% Critical (15s)] to all allies","?","Lowest HP% enemy","0","Sharpshooter","","",""
"Follow-Up Status","Dark Ammo-RF Follow-Up","","Dark Ammo-RF 3","?","Single enemy","","","","0.01","Causes [Imperil Fire 10% (15s)], grants [100% Critical (15s)] to all allies","?","Lowest HP% enemy","0","Sharpshooter","","",""
"Follow-Up Status","Draw Libra Follow-Up","","Draw Libra","?","All allies","","","","0.01","Grants [Weakness +15% Boost 1]/[Weakness +30% Boost 1] and -/[High Quick Cast 1] to all allies if 0~3/4+ VIII allies are alive","?","All allies","0","Black Magic","","",""
"Follow-Up Status","Sovereign Barrier Follow-Up","","Sovereign Barrier","?","Self","","","","0.01","Grants [Overflow Ice Radiant Shield: 500% (8s)] to the user","?","Self","0","Monk","","",""
"Follow-Up Status","Immortal Commander Mode","","Chef Leonis's Seafood Special","?","Self","","","","0.01","Restores HP for 100% of the user's maximum HP, grants [ATK and DEF +50% (25s)] and [High Quick Cast 3], grants [PHY +50% Boost 1] to Ignis, Gladiolus and the character if Ignis is alive","?","Self","0","Samurai","","",""
"Follow-Up Status","Gleed Surge Mode","","Crimson Straight","PHY","Single enemy","Physical","5.28","Fire, NE","0.01","Eight single attacks (0.66 each), grants [Stoneskin: 100%] to the user","Y","Lowest HP% enemy","0","Monk","30548328","✓","✓"
"Follow-Up Status","Vagrant Knight Mode","","Crimson Alpha 1","PHY","Single enemy","Physical","3.40","Fire, Earth, NE","0.01","One single attack (3.40) capped at 99999, grants [Buff Fire 10% (15s)] and [Buff Earth 10% (15s)] to the user, 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","30547212","✓","✓"
"Follow-Up Status","Vagrant Knight Mode","","Crimson Alpha 2","PHY","Single enemy","Physical","3.40","Fire, Earth, NE","0.01","One single attack (3.40) capped at 99999, grants [Buff Fire 30% (15s)] and [Buff Earth 30% (15s)] to the user, 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","30547212","✓","✓"
"Follow-Up Status","Vagrant Knight Mode","","Crimson Beta 1","PHY","Single enemy","Physical","3.40","Fire, Earth, NE","0.01","One single attack (3.40) capped at 99999, 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","30547212","✓","✓"
"Follow-Up Status","Vagrant Knight Mode","","Crimson Beta 2","PHY","Single enemy","Physical","3.40","Fire, Earth, NE","0.01","One single attack (3.40) capped at 99999, causes [Imperil Fire 20% (15s)] and [Imperil Earth 20% (15s)], 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","30547212","✓","✓"
"Follow-Up Status","Vagrant Knight Mode","","Crimson Gamma 1","PHY","Single enemy","Physical","3.40","Fire, Earth, NE","0.01","One single attack (3.40) capped at 99999, 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","30547212","✓","✓"
