"Element","Img","Name","Realm","Rarity","HP","ATK","DEF","MAG","RES","MND","SPD","Passive 1","1","Passive 2","2","Passive 3","3","Passive 4","4","Passive 5","5","Passive 6","6","Passive 7","7","Passive 8","8","Passive 9","9","Passive 10","10","Passive 11","11","Passive 12","12","Ultra Skill Img","Magicite Ultra Skill","Type","Auto Target","Formula","Multiplier","Ultra Skill Element","Time","Effects","Counter","Ultra Skill Name (JP)","Cooldown","Duration","ID","✓"
"-","","Mind Boon (Lv 24)","-","5","2220","125","94","114","95","104","97","Mind Boon","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000364",""
"-","","Defense Boon (Lv 16)","-","5","2220","125","94","114","95","104","97","Defense Boon","16","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000148","✓"
"-","","Defense Boon (Lv 20)","-","5","2220","125","94","114","95","104","97","Defense Boon","20","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000331",""
"-","","Defense Boon (Lv 24)","-","5","2220","125","94","114","95","104","97","Defense Boon","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000365",""
"Fire","","Suction Seal: Fire","-","","2220","125","94","114","95","104","97","Suction Seal: Fire","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000284",""
"Ice","","Suction Seal: Ice","-","","2220","125","94","114","95","104","97","Suction Seal: Ice","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000285",""
"Lightning","","Suction Seal: Lightning","-","","2220","125","94","114","95","104","97","Suction Seal: Lightning","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000286",""
"Earth","","Suction Seal: Earth","-","","2220","125","94","114","95","104","97","Suction Seal: Earth","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000287",""
"Wind","","Suction Seal: Wind","-","","2220","125","94","114","95","104","97","Suction Seal: Wind","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000288",""
"Water","","Suction Seal: Water","-","","2220","125","94","114","95","104","97","Suction Seal: Water","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000289",""
"Holy","","Suction Seal: Holy","-","","2220","125","94","114","95","104","97","Suction Seal: Holy","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000290",""
"Dark","","Suction Seal: Dark","-","","2220","125","94","114","95","104","97","Suction Seal: Dark","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000291",""
"Poison","","Suction Seal: Poison","-","","2220","125","94","114","95","104","97","Suction Seal: Poison","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000292",""
"Fire","","Dark Fate Seal: Fire","-","","2220","125","94","114","95","104","97","Dark Fate Seal: Fire","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000293",""
"Ice","","Dark Fate Seal: Ice","-","","2220","125","94","114","95","104","97","Dark Fate Seal: Ice","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000294",""
"Lightning","","Dark Fate Seal: Lightning","-","","2220","125","94","114","95","104","97","Dark Fate Seal: Lightning","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000295",""
"Earth","","Dark Fate Seal: Earth","-","","2220","125","94","114","95","104","97","Dark Fate Seal: Earth","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000296",""
"Wind","","Dark Fate Seal: Wind","-","","2220","125","94","114","95","104","97","Dark Fate Seal: Wind","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000297",""
"Water","","Dark Fate Seal: Water","-","","2220","125","94","114","95","104","97","Dark Fate Seal: Water","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000298",""
"Holy","","Dark Fate Seal: Holy","-","","2220","125","94","114","95","104","97","Dark Fate Seal: Holy","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000299",""
"Dark","","Dark Fate Seal: Dark","-","","2220","125","94","114","95","104","97","Dark Fate Seal: Dark","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000300",""
"Poison","","Dark Fate Seal: Poison","-","","2220","125","94","114","95","104","97","Dark Fate Seal: Poison","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000301",""
"Fire","","Dawn Wyrm Seal: Fire","-","","2220","125","94","114","95","104","97","Dawn Wyrm Seal: Fire","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000336",""
"Ice","","Dawn Wyrm Seal: Ice","-","","2220","125","94","114","95","104","97","Dawn Wyrm Seal: Ice","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000337",""
"Lightning","","Dawn Wyrm Seal: Lightning","-","","2220","125","94","114","95","104","97","Dawn Wyrm Seal: Lightning","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000338",""
"Earth","","Dawn Wyrm Seal: Earth","-","","2220","125","94","114","95","104","97","Dawn Wyrm Seal: Earth","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000339",""
"Wind","","Dawn Wyrm Seal: Wind","-","","2220","125","94","114","95","104","97","Dawn Wyrm Seal: Wind","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000340",""
"Water","","Dawn Wyrm Seal: Water","-","","2220","125","94","114","95","104","97","Dawn Wyrm Seal: Water","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000341",""
"Holy","","Dawn Wyrm Seal: Holy","-","","2220","125","94","114","95","104","97","Dawn Wyrm Seal: Holy","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000342",""
"Dark","","Dawn Wyrm Seal: Dark","-","","2220","125","94","114","95","104","97","Dawn Wyrm Seal: Dark","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000343",""
"Poison","","Dawn Wyrm Seal: Poison","-","","2220","125","94","114","95","104","97","Dawn Wyrm Seal: Poison","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000344",""
"Fire","","Dominion Wyrm Seal: Fire","-","","2220","125","94","114","95","104","97","Dominion Wyrm Seal: Fire","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000345",""
"Ice","","Dominion Wyrm Seal: Ice","-","","2220","125","94","114","95","104","97","Dominion Wyrm Seal: Ice","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000346",""
"Lightning","","Dominion Wyrm Seal: Lightning","-","","2220","125","94","114","95","104","97","Dominion Wyrm Seal: Lightning","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000347",""
"Earth","","Dominion Wyrm Seal: Earth","-","","2220","125","94","114","95","104","97","Dominion Wyrm Seal: Earth","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000348",""
"Wind","","Dominion Wyrm Seal: Wind","-","","2220","125","94","114","95","104","97","Dominion Wyrm Seal: Wind","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000349",""
"Water","","Dominion Wyrm Seal: Water","-","","2220","125","94","114","95","104","97","Dominion Wyrm Seal: Water","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000350",""
"Holy","","Dominion Wyrm Seal: Holy","-","","2220","125","94","114","95","104","97","Dominion Wyrm Seal: Holy","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000351",""
"Dark","","Dominion Wyrm Seal: Dark","-","","2220","125","94","114","95","104","97","Dominion Wyrm Seal: Dark","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000352",""
"Poison","","Dominion Wyrm Seal: Poison","-","","2220","125","94","114","95","104","97","Dominion Wyrm Seal: Poison","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000353",""
"Fire","","Atonement Chains Aeon Seal: Fire","-","","2220","125","94","114","95","104","97","Atonement Chains Aeon Seal: Fire","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000370",""
"Ice","","Atonement Chains Beast Seal: Ice","-","","2220","125","94","114","95","104","97","Atonement Chains Beast Seal: Ice","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000371",""
"Lightning","","Atonement Chains Beast Seal: Lightning","-","","2220","125","94","114","95","104","97","Atonement Chains Beast Seal: Lightning","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000372",""
"Earth","","Atonement Chains Beast Seal: Earth","-","","2220","125","94","114","95","104","97","Atonement Chains Beast Seal: Earth","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000373",""
"Wind","","Atonement Chains Beast Seal: Wind","-","","2220","125","94","114","95","104","97","Atonement Chains Beast Seal: Wind","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000374",""
"Water","","Atonement Chains Beast Seal: Water","-","","2220","125","94","114","95","104","97","Atonement Chains Beast Seal: Water","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000375",""
"Holy","","Atonement Chains Beast Seal: Holy","-","","2220","125","94","114","95","104","97","Atonement Chains Beast Seal: Holy","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000376",""
"Dark","","Atonement Chains Beast Seal: Dark","-","","2220","125","94","114","95","104","97","Atonement Chains Beast Seal: Dark","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000377",""
"Poison","","Atonement Chains Beast Seal: Poison","-","","2220","125","94","114","95","104","97","Atonement Chains Beast Seal: Poison","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000378",""
"Fire","","Radiant Flower Aeon Seal: Fire","-","","2220","125","94","114","95","104","97","Radiant Flower Aeon Seal: Fire","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000379",""
"Ice","","Radiant Flower Aeon Seal: Ice","-","","2220","125","94","114","95","104","97","Radiant Flower Aeon Seal: Ice","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000380",""
"Lightning","","Radiant Flower Aeon Seal: Lightning","-","","2220","125","94","114","95","104","97","Radiant Flower Aeon Seal: Lightning","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000381",""
"Earth","","Radiant Flower Aeon Seal: Earth","-","","2220","125","94","114","95","104","97","Radiant Flower Aeon Seal: Earth","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000382",""
"Wind","","Radiant Flower Aeon Seal: Wind","-","","2220","125","94","114","95","104","97","Radiant Flower Aeon Seal: Wind","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000383",""
"Water","","Radiant Flower Aeon Seal: Water","-","","2220","125","94","114","95","104","97","Radiant Flower Aeon Seal: Water","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000384",""
