"Character","Realm","Season","Group","Name","Type","Synergy","Combine","Rarity","Level","ATK","DEF","MAG","RES","MND","ACC","EVA","Fixed Passive Effects","Random Passive Effects","Brar","Blv","Batk","Bdef","Bmag","Bres","Bmnd","Bacc","Beva","Mrar","Mlv","Matk","Mdef","Mmag","Mres","Mmnd","Macc","Meva","ID","GL"
"Agrias","FFT","6","1","Agrias's Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Holy Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353319",""
"Agrias","FFT","6","1","Gaius Calig","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380459",""
"Rapha","FFT","6","1","Baleen","Rod","","","S","50","0","0","258","0","0","95","0","Hand of Vengeance 5
Prismatic damage +20%","Lightning +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","","95","","S","99","","","350","","","95","","21308346",""
"Rapha","FFT","6","1","Rapha's Robe","Robe","","","S","50","0","100","49","163","0","0","105","Empower Healing 5%
Prismatic damage +20%","Lightning Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","45","36","93","","","105","S","99","","155","62","233","","","105","22355084",""
"Rapha","FFT","6","1","Sortilège","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380457",""
"Cinque","Type-0","1","A","Skull Crusher","Hammer","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Earth +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21305033","✓"
"Cinque","Type-0","1","A","Cinque's Summer Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Earth Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353562","✓"
"Cinque","Type-0","1","A","Moogle Plushie","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380434","✓"
"Trey","Type-0","1","C","Argentic Bow","Bow","","","S","50","253","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Fire/Ice/Water +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","160","","","","","95","","S","99","346","","","","","95","","21310080","✓"
"Trey","Type-0","1","C","Trey's Summer Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Fire/Ice/Water Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353415","✓"
"Trey","Type-0","1","C","Duke's Gauntlets","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380614","✓"
"Seven","Type-0","1","C","Silver Whipblade","Whip","","","S","50","0","0","258","0","0","95","0","Hand of Vengeance 5
Prismatic damage +20%","Ice +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","","","165","","","95","","S","99","","","350","","","95","","21312032","✓"
"Seven","Type-0","1","C","Seven's Guise","Light Armor","","","S","50","0","122","49","122","0","0","100","Empower Healing 5%
Prismatic damage +20%","Ice Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","","50","36","50","","","100","S","99","","194","62","194","","","100","22353307","✓"
"Seven","Type-0","1","C","Seven's Boots","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380480","✓"
"Eight","Type-0","1","C","Killer Knuckles","Fist","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Ice +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21307164","✓"
"Eight","Type-0","1","C","Eight's Akademeia Uniform","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Ice Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353381","✓"
"Eight","Type-0","1","C","Angel Earrings","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380398","✓"
"King","Type-0","2","G","Twin Magnums","Gun","","","S","50","253","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Lightning +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","160","","","","","95","","S","99","346","","","","","95","","21315074","✓"
"King","Type-0","2","G","King's Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Lightning Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353284","✓"
"King","Type-0","2","G","Warrior Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380399","✓"
"Queen","Type-0","2","G","Claymore","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Lightning/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302280","✓"
"Queen","Type-0","2","G","Queen's Summer Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Lightning/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353253","✓"
"Queen","Type-0","2","G","Queen's Hairpin","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380550","✓"
"Sice","Type-0","3","I","Silver Scythe","Axe","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Lightning/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21304056","✓"
"Sice","Type-0","3","I","Sice's Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Lightning/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353309","✓"
"Sice","Type-0","3","I","Jeweled Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380564","✓"
"Nine","Type-0","3","L","Heavy Lance","Spear","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Wind +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21306088","✓"
"Nine","Type-0","3","L","Nine's Akademeia Uniform","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Wind Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353560","✓"
"Nine","Type-0","3","L","Nine's Belt","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380549","✓"
"Jack","Type-0","4","N","Kiku-ichimonji","Katana","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Fire +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21303092","✓"
"Jack","Type-0","4","N","Jack's Finest","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Fire Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353343","✓"
"Jack","Type-0","4","N","Jack's Belt","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380500","✓"
"Machina","Type-0","4","R","Bolt Rapiers","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Earth +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302340",""
"Machina","Type-0","4","R","Machina's Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Earth Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353252",""
"Machina","Type-0","4","R","Guard Talisman","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380580",""
"Rem","Type-0","5","3","Silver Dagger","Dagger","","","S","50","0","0","129","0","258","95","0","Hand of Vengeance 5
Prismatic damage +20%","Holy +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MND +10% (8s)]/[MND +20% (8s)]/[MND +30% (8s)] at the beginning of the battle","S","50","","","83","","165","95","","S","99","","","175","","350","95","","21301105",""
"Rem","Type-0","5","3","Rem's Guise","Light Armor","","","S","50","0","122","0","122","49","0","100","Empower Healing 5%
Prismatic damage +20%","Holy Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","","50","36","","100","S","99","","194","","194","62","","100","22353251",""
"Rem","Type-0","5","3","Star Pendant","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380334",""
"Kurasame","Type-0","-","-","Ice Sword","Sword","","","S","50","258","0","258","0","0","95","0","Hand of Vengeance 5
Prismatic damage +20%","Ice/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","165","","165","","","95","","S","99","350","","350","","","95","","21301244",""
"Kurasame","Type-0","-","-","Black Shark Guise","Light Armor","","","S","50","39","122","39","122","0","0","100","Empower Healing 5%
Prismatic damage +20%","Ice/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","26","50","26","50","","","100","S","99","52","194","52","194","","","100","22351297",""
"Kurasame","Type-0","-","-","Ice Sword Handle","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380660",""
"Ace","Type-0","6","1","Ace's Card","Thrown","","","S","50","0","0","258","0","0","95","0","Hand of Vengeance 5
Prismatic damage +20%","Fire +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","","95","","S","99","","","350","","","95","","21313057",""
"Ace","Type-0","6","1","Ace's Summer Guise","Light Armor","","","S","50","0","122","49","122","0","0","100","Empower Healing 5%
Prismatic damage +20%","Fire Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","36","50","","","100","S","99","","194","62","194","","","100","22353205",""
"Ace","Type-0","6","1","Ace's Pouch","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380509",""
"Deuce","Type-0","6","1","Silver Flute","Instrument","","","S","50","0","0","129","0","258","95","0","Empower Healing 5%
Prismatic damage +20%","WHT Heals +1/2/3/4/5%
Quick Cast 3/4/5%
Grants [MND +10% (8s)]/[MND +20% (8s)]/[MND +30% (8s)] at the beginning of the battle","S","50","","","83","","165","95","","S","99","","","175","","350","95","","21311031",""
"Deuce","Type-0","6","1","Deuce's Guise","Light Armor","","","S","50","0","122","0","122","49","0","100","Max HP +5%
Prismatic damage +20%","White Magic +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","","50","36","","100","S","99","","194","","194","62","","100","22353206",""
"Deuce","Type-0","6","1","Aria Amulet","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380599",""
"Cater","Type-0","6","1","Magic Gun","Gun","","","S","50","253","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Fire/Ice/Lightning +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","160","","","","","95","","S","99","346","","","","","95","","21315094",""
"Cater","Type-0","6","1","Cater's Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Fire/Ice/Lightning Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353380",""
